"","char","letter","x1","y1","x2","y2","space","sent","line","word","word_line","line_char","wordID","char_word"
"95",47,"a",312,596,328,679,NA,1,2,10,2,8,"parents",2
"97",48,"r",328,596,344,679,NA,1,2,10,2,9,"parents",3
"99",49,"e",344,596,360,679,NA,1,2,10,2,10,"parents",4
"101",50,"n",360,596,376,679,NA,1,2,10,2,11,"parents",5
"103",51,"t",376,596,392,679,NA,1,2,10,2,12,"parents",6
"105",52,"s",392,596,408,679,NA,1,2,10,2,13,"parents",7
"107",53,"",408,596,424,679,1,1,2,11,3,14,"were",0
"109",54,"w",424,596,440,679,NA,1,2,11,3,15,"were",1
"111",55,"e",440,596,456,679,NA,1,2,11,3,16,"were",2
"113",56,"r",456,596,472,679,NA,1,2,11,3,17,"were",3
"115",57,"e",472,596,488,679,NA,1,2,11,3,18,"were",4
"117",58,"",488,596,504,679,1,1,2,12,4,19,"talking",0
"119",59,"t",504,596,520,679,NA,1,2,12,4,20,"talking",1
"121",60,"a",520,596,536,679,NA,1,2,12,4,21,"talking",2
"123",61,"l",536,596,552,679,NA,1,2,12,4,22,"talking",3
"125",62,"k",552,596,568,679,NA,1,2,12,4,23,"talking",4
"127",63,"i",568,596,584,679,NA,1,2,12,4,24,"talking",5
"129",64,"n",584,596,600,679,NA,1,2,12,4,25,"talking",6
"131",65,"g",600,596,616,679,NA,1,2,12,4,26,"talking",7
"133",66,"",616,596,632,679,1,1,2,13,5,27,"about",0
"135",67,"a",632,596,648,679,NA,1,2,13,5,28,"about",1
"137",68,"b",648,596,664,679,NA,1,2,13,5,29,"about",2
"139",69,"o",664,596,680,679,NA,1,2,13,5,30,"about",3
"141",70,"u",680,596,696,679,NA,1,2,13,5,31,"about",4
"143",71,"t",696,596,712,679,NA,1,2,13,5,32,"about",5
"145",72,"",712,596,728,679,1,1,2,14,6,33,"last",0
"147",73,"l",728,596,744,679,NA,1,2,14,6,34,"last",1
"149",74,"a",744,596,760,679,NA,1,2,14,6,35,"last",2
"151",75,"s",760,596,776,679,NA,1,2,14,6,36,"last",3
"153",76,"t",776,596,792,679,NA,1,2,14,6,37,"last",4
"155",77,"",792,596,808,679,1,1,2,15,7,38,"night's",0
"157",78,"n",808,596,824,679,NA,1,2,15,7,39,"night's",1
"159",79,"i",824,596,840,679,NA,1,2,15,7,40,"night's",2
"161",80,"g",840,596,856,679,NA,1,2,15,7,41,"night's",3
"163",81,"h",856,596,872,679,NA,1,2,15,7,42,"night's",4
"165",82,"t",872,596,888,679,NA,1,2,15,7,43,"night's",5
"167",83,"'",888,596,904,679,NA,1,2,15,7,44,"night's",6
"169",84,"s",904,596,920,679,NA,1,2,15,7,45,"night's",7
"171",85,"",920,596,936,679,1,1,2,16,8,46,"football",0
"173",86,"f",936,596,952,679,NA,1,2,16,8,47,"football",1
"175",87,"o",952,596,968,679,NA,1,2,16,8,48,"football",2
"177",88,"o",968,596,984,679,NA,1,2,16,8,49,"football",3
"179",89,"t",984,596,1000,679,NA,1,2,16,8,50,"football",4
"181",90,"b",1000,596,1016,679,NA,1,2,16,8,51,"football",5
"183",91,"a",1016,596,1032,679,NA,1,2,16,8,52,"football",6
"185",92,"l",1032,596,1048,679,NA,1,2,16,8,53,"football",7
"187",93,"l",1048,596,1064,679,NA,1,2,16,8,54,"football",8
"189",94,"",1064,596,1080,679,1,1,2,17,9,55,"game.",0
"191",95,"g",1080,596,1096,679,NA,1,2,17,9,56,"game.",1
"193",96,"a",1096,596,1112,679,NA,1,2,17,9,57,"game.",2
"195",97,"m",1112,596,1128,679,NA,1,2,17,9,58,"game.",3
"197",98,"e",1128,596,1144,679,NA,1,2,17,9,59,"game.",4
"199",99,".",1144,596,1160,679,2,1,2,17,9,60,"game.",5
